Phe, 40 mM;time/min;4,5;4,5333333;4,5666666;4,5999999;4,6333332;4,6666665;4,6999998;4,7333331;4,7666669;4,8000002;4,8333335;4,8666668;4,9000001;4,9333334;4,9666667;5;5,0333333;5,0666666;5,0999999;5,1333332;5,1666665;5,1999998;5,2333331;5,2666669;5,3000002;5,3333335;5,3666668;5,4000001;5,4333334;5,4666667;5,5;5,5333333;5,5666666;5,5999999;5,6333332;5,6666665;5,6999998;5,7333331;5,7666669;5,8000002;5,8333335;5,8666668;5,9000001;5,9333334;5,9666667;6;6,0333333;6,0666666;6,0999999;6,1333332;6,1666665;6,1999998;6,2333331;6,2666669;6,3000002;6,3333335;6,3666668;6,4000001;6,4333334;6,4666667;6,5;6,5333333;6,5666666;6,5999999;6,6333332;6,6666665;6,6999998;6,7333331;6,7666669;6,8000002;6,8333335;6,8666668;6,9000001;6,9333334;6,9666667;7;7,0333333;7,0666666;7,0999999;7,1333332;7,1666665;7,1999998;7,2333331;7,2666669;7,3000002;7,3333335;7,3666668;7,4000001;7,4333334;7,4666667
wavenumber;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
325,65;;-6,47E-06;3,33E-06;-2,43E-06;-5,48E-06;4,56E-06;2,46E-06;7,19E-06;-1,44E-06;-6,59E-06;4,75E-06;-3,66E-07;-2,93E-06;-1,83E-06;-8,71E-06;4,29E-06;3,81E-06;1,47E-06;5,74E-06;4,35E-06;3,84E-06;8,57E-06;7,95E-07;-4,47E-06;-5,31E-06;-5,23E-06;-1,14E-05;-1,26E-05;-2,38E-05;-3,24E-05;-3,51E-05;-3,70E-05;-3,91E-05;-7,65E-05;-0,000183275;-0,000361236;-0,000543454;-0,000668638;-0,000714753;-0,000693938;-0,000591292;-0,000474464;-0,000358588;-0,000236493;-0,00014703;-7,05E-05;-3,42E-05;-3,58E-06;9,38E-06;1,42E-05;3,65E-06;7,04E-06;9,73E-06;4,65E-06;7,32E-06;1,23E-05;6,58E-06;2,06E-05;6,79E-06;9,67E-06;4,95E-06;-6,88E-06;-4,22E-06;-5,89E-06;-4,68E-06;-1,01E-05;-9,42E-06;-6,48E-06;5,04E-06;-9,11E-07;-7,01E-06;1,02E-06;1,74E-06;4,47E-06;-2,94E-07;-4,98E-06;4,20E-06;-3,65E-06;-4,65E-06;-1,03E-06;-4,98E-06;2,80E-08;8,27E-07;-4,21E-06;-5,31E-06;-8,40E-06;-4,49E-08;-2,69E-06;-3,08E-06;-5,25E-07;-1,60E-06
327,6516766;;-8,51E-06;4,38E-06;-3,19E-06;-7,20E-06;6,00E-06;3,24E-06;9,46E-06;-1,89E-06;-8,67E-06;6,24E-06;-4,82E-07;-3,85E-06;-2,41E-06;-1,15E-05;5,64E-06;5,01E-06;1,94E-06;7,55E-06;5,73E-06;5,05E-06;1,13E-05;1,05E-06;-5,87E-06;-6,99E-06;-6,88E-06;-1,50E-05;-1,65E-05;-3,13E-05;-4,27E-05;-4,61E-05;-4,87E-05;-5,14E-05;-0,00010063;-0,000241098;-0,000475204;-0,000714911;-0,00087959;-0,000940255;-0,000912872;-0,000777842;-0,000624156;-0,000471721;-0,000311105;-0,000193418;-9,27E-05;-4,50E-05;-4,71E-06;1,23E-05;1,87E-05;4,80E-06;9,26E-06;1,28E-05;6,12E-06;9,62E-06;1,62E-05;8,65E-06;2,71E-05;8,94E-06;1,27E-05;6,51E-06;-9,05E-06;-5,55E-06;-7,75E-06;-6,16E-06;-1,32E-05;-1,24E-05;-8,52E-06;6,63E-06;-1,20E-06;-9,23E-06;1,34E-06;2,30E-06;5,87E-06;-3,87E-07;-6,55E-06;5,53E-06;-4,80E-06;-6,11E-06;-1,35E-06;-6,55E-06;3,69E-08;1,09E-06;-5,54E-06;-6,98E-06;-1,10E-05;-5,91E-08;-3,54E-06;-4,05E-06;-6,91E-07;-2,10E-06
329,6527066;;-8,57E-06;4,41E-06;-3,22E-06;-7,25E-06;6,05E-06;3,26E-06;9,53E-06;-1,90E-06;-8,73E-06;6,29E-06;-4,85E-07;-3,88E-06;-2,43E-06;-1,15E-05;5,68E-06;5,04E-06;1,95E-06;7,60E-06;5,77E-06;5,08E-06;1,13E-05;1,05E-06;-5,91E-06;-7,04E-06;-6,93E-06;-1,51E-05;-1,66E-05;-3,15E-05;-4,30E-05;-4,64E-05;-4,90E-05;-5,18E-05;-0,000101325;-0,000242762;-0,000478485;-0,000719847;-0,000885663;-0,000946746;-0,000919174;-0,000783212;-0,000628465;-0,000474977;-0,000313253;-0,000194753;-9,33E-05;-4,53E-05;-4,74E-06;1,24E-05;1,88E-05;4,83E-06;9,32E-06;1,29E-05;6,16E-06;9,69E-06;1,64E-05;8,71E-06;2,72E-05;9,00E-06;1,28E-05;6,55E-06;-9,11E-06;-5,59E-06;-7,80E-06;-6,20E-06;-1,33E-05;-1,25E-05;-8,58E-06;6,68E-06;-1,21E-06;-9,29E-06;1,35E-06;2,31E-06;5,92E-06;-3,90E-07;-6,59E-06;5,57E-06;-4,83E-06;-6,16E-06;-1,36E-06;-6,59E-06;3,71E-08;1,10E-06;-5,58E-06;-7,03E-06;-1,11E-05;-5,95E-08;-3,57E-06;-4,08E-06;-6,96E-07;-2,11E-06
331,6530898;;-8,08E-06;4,15E-06;-3,03E-06;-6,84E-06;5,70E-06;3,07E-06;8,98E-06;-1,80E-06;-8,23E-06;5,93E-06;-4,57E-07;-3,66E-06;-2,29E-06;-1,09E-05;5,35E-06;4,75E-06;1,84E-06;7,17E-06;5,44E-06;4,79E-06;1,07E-05;9,93E-07;-5,58E-06;-6,63E-06;-6,53E-06;-1,42E-05;-1,57E-05;-2,97E-05;-4,05E-05;-4,38E-05;-4,62E-05;-4,88E-05;-9,55E-05;-0,000228854;-0,000451073;-0,000678607;-0,000834923;-0,000892507;-0,000866515;-0,000738342;-0,00059246;-0,000447766;-0,000295307;-0,000183596;-8,80E-05;-4,27E-05;-4,47E-06;1,17E-05;1,77E-05;4,55E-06;8,79E-06;1,22E-05;5,81E-06;9,14E-06;1,54E-05;8,21E-06;2,57E-05;8,48E-06;1,21E-05;6,18E-06;-8,59E-06;-5,27E-06;-7,36E-06;-5,84E-06;-1,26E-05;-1,18E-05;-8,09E-06;6,29E-06;-1,14E-06;-8,76E-06;1,27E-06;2,18E-06;5,58E-06;-3,68E-07;-6,21E-06;5,25E-06;-4,56E-06;-5,80E-06;-1,28E-06;-6,21E-06;3,50E-08;1,03E-06;-5,26E-06;-6,62E-06;-1,05E-05;-5,61E-08;-3,36E-06;-3,84E-06;-6,56E-07;-1,99E-06
333,6528262;;-1,31E-05;6,71E-06;-4,90E-06;-1,10E-05;9,21E-06;4,97E-06;1,45E-05;-2,90E-06;-1,33E-05;9,57E-06;-7,39E-07;-5,91E-06;-3,69E-06;-1,76E-05;8,65E-06;7,68E-06;2,97E-06;1,16E-05;8,78E-06;7,74E-06;1,73E-05;1,60E-06;-9,01E-06;-1,07E-05;-1,06E-05;-2,30E-05;-2,54E-05;-4,80E-05;-6,54E-05;-7,07E-05;-7,47E-05;-7,89E-05;-0,000154306;-0,000369697;-0,000728674;-0,001096239;-0,001348756;-0,001441778;-0,00139979;-0,001192736;-0,000957075;-0,000723332;-0,000477046;-0,000296585;-0,000142125;-6,90E-05;-7,22E-06;1,89E-05;2,86E-05;7,36E-06;1,42E-05;1,96E-05;9,39E-06;1,48E-05;2,49E-05;1,33E-05;4,15E-05;1,37E-05;1,95E-05;9,98E-06;-1,39E-05;-8,51E-06;-1,19E-05;-9,44E-06;-2,03E-05;-1,90E-05;-1,31E-05;1,02E-05;-1,84E-06;-1,42E-05;2,05E-06;3,52E-06;9,01E-06;-5,94E-07;-1,00E-05;8,47E-06;-7,36E-06;-9,38E-06;-2,07E-06;-1,00E-05;5,66E-08;1,67E-06;-8,50E-06;-1,07E-05;-1,69E-05;-9,06E-08;-5,43E-06;-6,21E-06;-1,06E-06;-3,22E-06
335,651916;;-1,02E-05;5,22E-06;-3,81E-06;-8,59E-06;7,16E-06;3,86E-06;1,13E-05;-2,26E-06;-1,03E-05;7,44E-06;-5,74E-07;-4,60E-06;-2,87E-06;-1,37E-05;6,73E-06;5,97E-06;2,31E-06;9,00E-06;6,83E-06;6,02E-06;1,34E-05;1,25E-06;-7,01E-06;-8,33E-06;-8,21E-06;-1,79E-05;-1,97E-05;-3,74E-05;-5,09E-05;-5,50E-05;-5,81E-05;-6,14E-05;-0,000120008;-0,000287524;-0,00056671;-0,000852576;-0,001048966;-0,001121311;-0,001088656;-0,000927624;-0,000744344;-0,000562556;-0,000371012;-0,000230663;-0,000110534;-5,37E-05;-5,62E-06;1,47E-05;2,23E-05;5,72E-06;1,10E-05;1,53E-05;7,30E-06;1,15E-05;1,94E-05;1,03E-05;3,23E-05;1,07E-05;1,52E-05;7,76E-06;-1,08E-05;-6,62E-06;-9,24E-06;-7,34E-06;-1,58E-05;-1,48E-05;-1,02E-05;7,91E-06;-1,43E-06;-1,10E-05;1,60E-06;2,74E-06;7,01E-06;-4,62E-07;-7,81E-06;6,59E-06;-5,72E-06;-7,29E-06;-1,61E-06;-7,81E-06;4,40E-08;1,30E-06;-6,61E-06;-8,32E-06;-1,32E-05;-7,04E-08;-4,23E-06;-4,83E-06;-8,24E-07;-2,50E-06
337,650359;;-1,01E-05;5,21E-06;-3,80E-06;-8,57E-06;7,14E-06;3,85E-06;1,13E-05;-2,25E-06;-1,03E-05;7,43E-06;-5,73E-07;-4,59E-06;-2,87E-06;-1,36E-05;6,71E-06;5,96E-06;2,31E-06;8,98E-06;6,81E-06;6,01E-06;1,34E-05;1,24E-06;-6,99E-06;-8,31E-06;-8,19E-06;-1,78E-05;-1,97E-05;-3,73E-05;-5,08E-05;-5,49E-05;-5,79E-05;-6,12E-05;-0,000119729;-0,000286854;-0,000565391;-0,00085059;-0,001046523;-0,001118701;-0,001086121;-0,000925464;-0,000742611;-0,000561246;-0,000370148;-0,000230126;-0,000110277;-5,36E-05;-5,61E-06;1,47E-05;2,22E-05;5,71E-06;1,10E-05;1,52E-05;7,28E-06;1,15E-05;1,93E-05;1,03E-05;3,22E-05;1,06E-05;1,51E-05;7,74E-06;-1,08E-05;-6,60E-06;-9,22E-06;-7,32E-06;-1,58E-05;-1,47E-05;-1,01E-05;7,89E-06;-1,43E-06;-1,10E-05;1,59E-06;2,73E-06;6,99E-06;-4,61E-07;-7,79E-06;6,58E-06;-5,71E-06;-7,27E-06;-1,61E-06;-7,79E-06;4,39E-08;1,29E-06;-6,59E-06;-8,30E-06;-1,31E-05;-7,03E-08;-4,22E-06;-4,82E-06;-8,22E-07;-2,50E-06
339,6481554;;-1,44E-05;7,42E-06;-5,41E-06;-1,22E-05;1,02E-05;5,49E-06;1,60E-05;-3,20E-06;-1,47E-05;1,06E-05;-8,16E-07;-6,53E-06;-4,08E-06;-1,94E-05;9,56E-06;8,48E-06;3,28E-06;1,28E-05;9,70E-06;8,56E-06;1,91E-05;1,77E-06;-9,95E-06;-1,18E-05;-1,17E-05;-2,54E-05;-2,80E-05;-5,31E-05;-7,23E-05;-7,81E-05;-8,25E-05;-8,72E-05;-0,000170503;-0,000408503;-0,00080516;-0,001211306;-0,001490329;-0,001593115;-0,001546719;-0,001317932;-0,001057535;-0,000799257;-0,00052712;-0,000327716;-0,000157043;-7,63E-05;-7,98E-06;2,09E-05;3,17E-05;8,13E-06;1,57E-05;2,17E-05;1,04E-05;1,63E-05;2,75E-05;1,47E-05;4,58E-05;1,51E-05;2,16E-05;1,10E-05;-1,53E-05;-9,40E-06;-1,31E-05;-1,04E-05;-2,24E-05;-2,10E-05;-1,44E-05;1,12E-05;-2,03E-06;-1,56E-05;2,27E-06;3,89E-06;9,95E-06;-6,56E-07;-1,11E-05;9,36E-06;-8,13E-06;-1,04E-05;-2,29E-06;-1,11E-05;6,25E-08;1,84E-06;-9,39E-06;-1,18E-05;-1,87E-05;-1,00E-07;-6,00E-06;-6,86E-06;-1,17E-06;-3,56E-06
